case_name,strategy,selected_strategy,selector_class,key_shape,rls_scope,policy_shape,query_kind,sample,total_ms,result_rows,result_signature,visibility_us,hidden_nodes,hidden_relationships,spi_calls,requested_keys,returned_keys,requested_key_bytes,returned_key_bytes,source_rows,memory_peak_bytes,work_units,relationship_completeness_checks,gql_read_recheck_calls,gql_read_recheck_rows,gql_read_recheck_elapsed_micros
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,1,3063.473,1,ae8d9ca16bb0441cf540799009d32815,2948938,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,52391
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,2,3125.618,1,ae8d9ca16bb0441cf540799009d32815,3005784,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,55116
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,3,3046.523,1,ae8d9ca16bb0441cf540799009d32815,2914606,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,50869
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,4,3188.724,1,ae8d9ca16bb0441cf540799009d32815,3057651,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,52151
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,5,3389.713,1,ae8d9ca16bb0441cf540799009d32815,3253306,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,53070
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,6,3128.536,1,ae8d9ca16bb0441cf540799009d32815,2985432,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,50739
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,7,3494.272,1,ae8d9ca16bb0441cf540799009d32815,3364517,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,57753
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,8,3392.691,1,ae8d9ca16bb0441cf540799009d32815,3267951,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,51644
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,9,3122.085,1,ae8d9ca16bb0441cf540799009d32815,2975867,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,57140
p5_gql_identity_one_hop_eager_oracle,eager,eager,targeted,scalar,node,broad_allow,gql_identity_one_hop,10,3137.387,1,ae8d9ca16bb0441cf540799009d32815,3001749,0,0,0,0,0,0,0,3000000,179904896,9000014,2,1,1,58772
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,1,1920.521,10,97f3732e78e00f679dcf2792a79f4562,1752968,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,164326
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,2,1916.831,10,97f3732e78e00f679dcf2792a79f4562,1747650,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,166412
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,3,1871.397,10,97f3732e78e00f679dcf2792a79f4562,1696444,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,172171
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,4,1991.264,10,97f3732e78e00f679dcf2792a79f4562,1801101,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,187018
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,5,1967.25,10,97f3732e78e00f679dcf2792a79f4562,1803721,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,158981
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,6,1990.246,10,97f3732e78e00f679dcf2792a79f4562,1811476,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,175497
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,7,1825.408,10,97f3732e78e00f679dcf2792a79f4562,1659445,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,163010
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,8,1950.434,10,97f3732e78e00f679dcf2792a79f4562,1789960,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,156485
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,9,1950.337,10,97f3732e78e00f679dcf2792a79f4562,1785518,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,162218
p5_gql_whole_source_auto,auto,eager,global,scalar,node,sparse_allow,gql_whole_source,10,1928.801,10,97f3732e78e00f679dcf2792a79f4562,1766974,1980000,990000,0,0,0,0,0,30000,168047964,6030068,1,1,10,158704
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,1,34.107,1,ae8d9ca16bb0441cf540799009d32815,5,0,0,0,0,0,0,0,0,8738894,17,1,1,1,31586
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,2,35.467,1,ae8d9ca16bb0441cf540799009d32815,7,0,0,0,0,0,0,0,0,8738894,17,1,1,1,32928
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,3,37.641,1,ae8d9ca16bb0441cf540799009d32815,8,0,0,0,0,0,0,0,0,8738894,17,1,1,1,34417
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,4,45.712,1,ae8d9ca16bb0441cf540799009d32815,8,0,0,0,0,0,0,0,0,8738894,17,1,1,1,42715
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,5,41.359,1,ae8d9ca16bb0441cf540799009d32815,7,0,0,0,0,0,0,0,0,8738894,17,1,1,1,37005
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,6,34.827,1,ae8d9ca16bb0441cf540799009d32815,7,0,0,0,0,0,0,0,0,8738894,17,1,1,1,32179
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,7,33.866,1,ae8d9ca16bb0441cf540799009d32815,5,0,0,0,0,0,0,0,0,8738894,17,1,1,1,31169
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,8,32.062,1,ae8d9ca16bb0441cf540799009d32815,6,0,0,0,0,0,0,0,0,8738894,17,1,1,1,29485
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,9,33.337,1,ae8d9ca16bb0441cf540799009d32815,4,0,0,0,0,0,0,0,0,8738894,17,1,1,1,30842
p5_no_rls_auto,auto,lazy,targeted,scalar,none,no_rls,gql_identity_one_hop,10,35.153,1,ae8d9ca16bb0441cf540799009d32815,5,0,0,0,0,0,0,0,0,8738894,17,1,1,1,32581
