label_count,backend_count,query_surface,filter_shape,degree,depth,projection_artifact_bytes,max_per_backend_rss_bytes,max_per_backend_pss_bytes,max_idle_total_rss_bytes,max_idle_total_pss_bytes,max_loaded_total_rss_bytes,max_loaded_total_pss_bytes,max_query_total_rss_bytes,max_query_total_pss_bytes,query_minus_idle_total_rss_bytes,query_minus_idle_total_pss_bytes
65536,4,traverse,no_filter,8,4,57373824,113750016,81010688,89071616,19852288,439296000,314285056,449916928,319842304,360845312,299990016
