label_count,backend_count,query_surface,filter_shape,degree,depth,projection_artifact_bytes,max_per_backend_rss_bytes,max_per_backend_pss_bytes,max_idle_total_rss_bytes,max_idle_total_pss_bytes,max_loaded_total_rss_bytes,max_loaded_total_pss_bytes,max_query_total_rss_bytes,max_query_total_pss_bytes,query_minus_idle_total_rss_bytes,query_minus_idle_total_pss_bytes
65536,8,traverse,no_filter,8,4,57373824,113610752,76924928,177266688,27187200,876609536,597466112,899526656,606261248,722259968,579074048
